??,?,?,?,?,?,?
5/21/2018 11:00,7.36 ,7.37 ,7.35 ,7.36 ,11991,8825104
5/21/2018 11:05,7.35 ,7.38 ,7.35 ,7.36 ,10498,7728880
5/21/2018 11:10,7.35 ,7.37 ,7.35 ,7.37 ,9213,6781376
5/21/2018 11:15,7.36 ,7.37 ,7.36 ,7.36 ,10408,7662656
5/21/2018 11:20,7.36 ,7.37 ,7.36 ,7.37 ,10181,7497984
5/21/2018 11:25,7.36 ,7.38 ,7.36 ,7.37 ,15428,11359456
5/21/2018 11:30,7.37 ,7.38 ,7.35 ,7.37 ,20190,14858352
5/21/2018 13:05,7.37 ,7.38 ,7.36 ,7.36 ,43799,32264016
5/21/2018 13:10,7.36 ,7.37 ,7.36 ,7.36 ,40235,29615424
5/21/2018 13:15,7.36 ,7.37 ,7.36 ,7.36 ,26925,19819472
5/21/2018 13:20,7.37 ,7.37 ,7.35 ,7.35 ,44850,32982720
5/21/2018 13:25,7.35 ,7.36 ,7.34 ,7.35 ,40407,29667568
5/21/2018 13:30,7.34 ,7.35 ,7.33 ,7.33 ,67769,49723600
5/21/2018 13:35,7.34 ,7.34 ,7.33 ,7.33 ,50288,36856224
5/21/2018 13:40,7.33 ,7.34 ,7.32 ,7.33 ,51423,37673824
5/21/2018 13:45,7.32 ,7.33 ,7.30 ,7.31 ,80454,58850960
5/21/2018 13:50,7.31 ,7.34 ,7.31 ,7.33 ,19544,14314096
5/21/2018 13:55,7.33 ,7.35 ,7.33 ,7.35 ,22691,16655712
5/21/2018 14:00,7.34 ,7.36 ,7.33 ,7.35 ,39742,29184272
5/21/2018 14:05,7.35 ,7.36 ,7.32 ,7.35 ,39270,28806592
5/21/2018 14:10,7.35 ,7.36 ,7.34 ,7.36 ,31059,22821488
5/21/2018 14:15,7.35 ,7.36 ,7.32 ,7.34 ,103635,76016576
5/21/2018 14:20,7.33 ,7.34 ,7.27 ,7.27 ,229709,167505840
5/21/2018 14:25,7.27 ,7.27 ,7.22 ,7.25 ,308853,223528064
5/21/2018 14:30,7.25 ,7.26 ,7.24 ,7.25 ,91559,66331360
5/21/2018 14:35,7.25 ,7.29 ,7.24 ,7.27 ,89600,65046240
